filename,variable,missing_percent,test_result,r_value,verdict
AUGUST_2023.CSV,c06_marital_status,7.17,Pattern Found (r=0.60),0.5977,Likely MAR (Impute)
AUGUST_2023.CSV,c07_highest_grade_completed,7.17,Pattern Found (r=0.60),0.5977,Likely MAR (Impute)
JUNE_2023.CSV,first_time_to_look_for_work,98.77,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,available_for_work,96.83,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c29___last_worked_(year),86.6,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,previous_occupation,86.6,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c29___last_worked_(month),86.6,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,kind_of_business_(past_quarter),86.6,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,76.32,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c26_reason_for_not_looking_for_work,74.68,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,previous_job_indicator,73.44,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,73.44,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c09a_work_arrangement,54.62,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c16_nature_of_employment_(primary_occupation),54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,normal_working_hours_per_day,54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,want_more_hours_of_work,54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,total_hours_worked_for_all_jobs,54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,other_job_indicator,54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,look_for_additional_work,54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c20b___first_time_to_do_any_work,54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c21_class_of_worker_(primary_occupation),54.56,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c13_major_occupation_group,54.05,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c15_major_industry_group,54.05,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,"location_of_work_(province,_municipality)",54.05,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,c10_job_indicator,53.74,Insufficient Data,,Potential MNAR (Drop)
JUNE_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.0,Pattern Found (r=0.79),0.7934,Likely MAR (Impute)
JUNE_2023.CSV,c08_overseas_filipino_indicator,26.13,Pattern Found (r=0.66),0.6603,Likely MAR (Impute)
JUNE_2023.CSV,work_indicator,8.36,Pattern Found (r=0.47),0.4723,Likely MAR (Impute)
JUNE_2023.CSV,c06_marital_status,6.49,Pattern Found (r=0.57),0.5725,Likely MAR (Impute)
JUNE_2023.CSV,c07_highest_grade_completed,6.49,Pattern Found (r=0.57),0.5725,Likely MAR (Impute)
MARCH_2023.CSV,first_time_to_look_for_work,98.73,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,available_for_work,96.88,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c29___last_worked_(year),86.15,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,previous_occupation,86.15,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c29___last_worked_(month),86.15,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,kind_of_business_(past_quarter),86.15,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,75.56,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c26_reason_for_not_looking_for_work,74.84,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,previous_job_indicator,73.57,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,73.57,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,normal_working_hours_per_day,54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c16_nature_of_employment_(primary_occupation),54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,want_more_hours_of_work,54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,look_for_additional_work,54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,total_hours_worked_for_all_jobs,54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,other_job_indicator,54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c21_class_of_worker_(primary_occupation),54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c20b___first_time_to_do_any_work,54.79,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c09a_work_indicator,54.72,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c13_major_occupation_group,54.2,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c15_major_industry_group,54.2,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,"location_of_work_(province,_municipality)",54.2,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,c10_job_indicator,53.36,Insufficient Data,,Potential MNAR (Drop)
MARCH_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.36,Pattern Found (r=0.81),0.8113,Likely MAR (Impute)
MARCH_2023.CSV,c08_overseas_filipino_indicator,26.64,Pattern Found (r=0.77),0.774,Likely MAR (Impute)
MARCH_2023.CSV,work_indicator,8.08,Pattern Found (r=0.41),0.4139,Likely MAR (Impute)
MARCH_2023.CSV,c06_marital_status,6.36,Pattern Found (r=0.57),0.5721,Likely MAR (Impute)
MARCH_2023.CSV,c07_highest_grade_completed,6.36,Pattern Found (r=0.57),0.5721,Likely MAR (Impute)
NOVEMBER_2023.CSV,first_time_to_look_for_work,99.03,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,available_for_work,97.77,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c29___last_worked_(year),87.56,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,previous_occupation,87.56,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c29___last_worked_(month),87.56,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,kind_of_business_(past_quarter),87.56,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,77.08,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c26_reason_for_not_looking_for_work,75.02,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,previous_job_indicator,74.04,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,74.04,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c09a_work_arrangement,54.84,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c16_nature_of_employment_(primary_occupation),54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,normal_working_hours_per_day,54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,want_more_hours_of_work,54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,total_hours_worked_for_all_jobs,54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,other_job_indicator,54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,look_for_additional_work,54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c20b___first_time_to_do_any_work,54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c21_class_of_worker_(primary_occupation),54.69,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c13_major_occupation_group,54.39,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c15_major_industry_group,54.39,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,"location_of_work_(province,_municipality)",54.39,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,c10_job_indicator,54.02,Insufficient Data,,Potential MNAR (Drop)
NOVEMBER_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.73,Pattern Found (r=0.85),0.8457,Likely MAR (Impute)
NOVEMBER_2023.CSV,c08_overseas_filipino_indicator,27.21,Pattern Found (r=0.67),0.6698,Likely MAR (Impute)
NOVEMBER_2023.CSV,work_indicator,8.86,Pattern Found (r=0.50),0.5021,Likely MAR (Impute)
NOVEMBER_2023.CSV,c06_marital_status,7.34,Pattern Found (r=0.60),0.6023,Likely MAR (Impute)
NOVEMBER_2023.CSV,c07_highest_grade_completed,7.34,Pattern Found (r=0.60),0.6023,Likely MAR (Impute)
SEPTEMBER_2023.CSV,first_time_to_look_for_work,98.76,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,available_for_work,96.95,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c29___last_worked_(year),86.44,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,previous_occupation,86.44,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c29___last_worked_(month),86.44,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,kind_of_business_(past_quarter),86.44,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,78.18,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c26_reason_for_not_looking_for_work,73.33,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,previous_job_indicator,72.09,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.09,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c09a_work_arrangement,56.46,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c16_nature_of_employment_(primary_occupation),56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,normal_working_hours_per_day,56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,want_more_hours_of_work,56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c18_total_number_of_hours_worked_during_the_past_week,56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,total_hours_worked_for_all_jobs,56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,other_job_indicator,56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,look_for_additional_work,56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c20b___first_time_to_do_any_work,56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c21_class_of_worker_(primary_occupation),56.41,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c13_major_occupation_group,56.17,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c15_major_industry_group,56.17,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,"location_of_work_(province,_municipality)",56.17,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,c10_job_indicator,52.22,Insufficient Data,,Potential MNAR (Drop)
SEPTEMBER_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.5,Pattern Found (r=0.83),0.8275,Likely MAR (Impute)
SEPTEMBER_2023.CSV,c08_overseas_filipino_indicator,26.9,Pattern Found (r=0.83),0.8267,Likely MAR (Impute)
SEPTEMBER_2023.CSV,work_indicator,8.68,Pattern Found (r=0.47),0.4693,Likely MAR (Impute)
SEPTEMBER_2023.CSV,c06_marital_status,7.08,Pattern Found (r=0.59),0.5883,Likely MAR (Impute)
SEPTEMBER_2023.CSV,c07_highest_grade_completed,7.08,Pattern Found (r=0.59),0.5883,Likely MAR (Impute)
MAY_2023.CSV,first_time_to_look_for_work,98.76,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,available_for_work,97.03,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c29___last_worked_(year),86.5,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,previous_occupation,86.5,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c29___last_worked_(month),86.5,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,kind_of_business_(past_quarter),86.5,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c24_reasons_for_working_more_than_48_hours_during_the_past_week,75.26,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c26_reason_for_not_looking_for_work,74.79,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,previous_job_indicator,73.55,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,73.55,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c09a_work_arrangement,54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c16_nature_of_employment_(primary_occupation),54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,normal_working_hours_per_day,54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,want_more_hours_of_work,54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c18_total_number_of_hours_worked_during_the_past_week,54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,total_hours_worked_for_all_jobs,54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,other_job_indicator,54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,look_for_additional_work,54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c20b___first_time_to_do_any_work,54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c21_class_of_worker_(primary_occupation),54.46,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c10_job_indicator,53.84,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c13_major_occupation_group,53.81,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,"location_of_work_(province,_municipality)",53.81,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,c15_major_industry_group,53.81,Insufficient Data,,Potential MNAR (Drop)
MAY_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.01,Pattern Found (r=0.80),0.8001,Likely MAR (Impute)
MAY_2023.CSV,c08_overseas_filipino_indicator,26.14,Pattern Found (r=0.77),0.7707,Likely MAR (Impute)
MAY_2023.CSV,work_indicator,8.3,Pattern Found (r=0.47),0.4665,Likely MAR (Impute)
MAY_2023.CSV,c06_marital_status,6.43,Pattern Found (r=0.57),0.5704,Likely MAR (Impute)
MAY_2023.CSV,c07_highest_grade_completed,6.43,Pattern Found (r=0.57),0.5704,Likely MAR (Impute)
APRIL_2023.CSV,c35_when_last_looked_for_work,99.2,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c33_number_of_weeks_spent_in_looking_for_work,99.05,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,first_time_to_look_for_work,99.05,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c32_job_search_method,99.05,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,available_for_work,96.89,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,96.89,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c27_number_of_jobs_during_the_past_week,95.58,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c39___last_worked_(year),86.35,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,kind_of_business_(past_quarter),86.35,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c41__previous_occupation,86.35,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c39___last_worked_(month),86.35,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c25_basic_pay_per_day_(primary_occupation),79.33,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c24_basis_of_payment_(primary_occupation),74.89,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c34_reason_for_not_looking_for_work,73.67,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,73.07,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.73,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,previous_job_indicator,72.73,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c19_total_number_of_hours_worked_during_the_past_week,55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c23_class_of_worker_(primary_occupation),55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,normal_working_hours_per_day,55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c17_nature_of_employment_(primary_occupation),55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c22_first_time_to_work,55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,want_more_hours_of_work,55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,total_hours_worked_for_all_jobs,55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,other_job_indicator,55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,look_for_additional_work,55.34,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c11a___working_arrangement,55.29,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c16_kind_of_business_(primary_occupation),54.72,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,"location_of_work_(province,_municipality)",54.72,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c14_primary_occupation,54.72,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c12_job_indicator,52.98,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,c08_currently_attending_school,52.5,Insufficient Data,,Potential MNAR (Drop)
APRIL_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.07,Pattern Found (r=0.95),0.9497,Likely MAR (Impute)
APRIL_2023.CSV,c09_graduate_of_technical/vocational_course,26.36,Pattern Found (r=0.99),0.9918,Likely MAR (Impute)
APRIL_2023.CSV,c09a___currently_attending_non_formal_training_for_skills_development,26.36,Pattern Found (r=0.98),0.9835,Likely MAR (Impute)
APRIL_2023.CSV,c10_overseas_filipino_indicator,26.36,Pattern Found (r=0.99),0.9918,Likely MAR (Impute)
APRIL_2023.CSV,work_indicator,8.27,Pattern Found (r=0.48),0.4815,Likely MAR (Impute)
APRIL_2023.CSV,c06_marital_status,6.55,Pattern Found (r=0.58),0.579,Likely MAR (Impute)
APRIL_2023.CSV,c07_highest_grade_completed,6.55,Pattern Found (r=0.58),0.579,Likely MAR (Impute)
JANUARY_2023.CSV,c35_when_last_looked_for_work,99.3,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c33_number_of_weeks_spent_in_looking_for_work,98.88,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,first_time_to_look_for_work,98.88,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c32_job_search_method,98.88,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,available_for_work,96.63,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,96.63,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c27_number_of_jobs_during_the_past_week,95.73,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c39___last_worked_(year),85.73,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,kind_of_business_(past_quarter),85.73,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c41__previous_occupation,85.73,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c39___last_worked_(month),85.73,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c25_basic_pay_per_day_(primary_occupation),79.36,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,75.59,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c24_basis_of_payment_(primary_occupation),74.93,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c34_reason_for_not_looking_for_work,73.2,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.08,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,previous_job_indicator,72.08,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c08_currently_attending_school,60.25,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c11a___working_arrangement,56.24,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c17_nature_of_employment_(primary_occupation),56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,normal_working_hours_per_day,56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c19_total_number_of_hours_worked_during_the_past_week,56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,want_more_hours_of_work,56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,other_job_indicator,56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,look_for_additional_work,56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,total_hours_worked_for_all_jobs,56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c23_class_of_worker_(primary_occupation),56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c22_first_time_to_work,56.1,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,"location_of_work_(province,_municipality)",55.56,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c16_kind_of_business_(primary_occupation),55.56,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c14_primary_occupation,55.56,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,c12_job_indicator,51.71,Insufficient Data,,Potential MNAR (Drop)
JANUARY_2023.CSV,"new_employment_criteria_(jul_05,_2005)",28.17,Pattern Found (r=0.95),0.9535,Likely MAR (Impute)
JANUARY_2023.CSV,c09_graduate_of_technical/vocational_course,26.63,Pattern Found (r=0.99),0.9912,Likely MAR (Impute)
JANUARY_2023.CSV,c09a___currently_attending_non_formal_training_for_skills_development,26.63,Pattern Found (r=0.96),0.9577,Likely MAR (Impute)
JANUARY_2023.CSV,c10_overseas_filipino_indicator,26.63,Pattern Found (r=0.99),0.9912,Likely MAR (Impute)
JANUARY_2023.CSV,work_indicator,7.95,Pattern Found (r=0.63),0.633,Likely MAR (Impute)
JANUARY_2023.CSV,c06_marital_status,6.4,Pattern Found (r=0.58),0.5806,Likely MAR (Impute)
JANUARY_2023.CSV,c07_highest_grade_completed,6.4,Pattern Found (r=0.70),0.7019,Likely MAR (Impute)
OCTOBER_2023.CSV,c35_when_last_looked_for_work,99.13,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c32_job_search_method,99.03,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c33_number_of_weeks_spent_in_looking_for_work,99.03,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,first_time_to_look_for_work,99.03,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c37_willingness_to_take_up_work_during_the_past_week_or_withing_two_weeks,97.07,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,available_for_work,97.07,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c27_number_of_jobs_during_the_past_week,96.63,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c39___last_worked_(month),86.86,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c39___last_worked_(year),86.86,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,kind_of_business_(past_quarter),86.86,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c41__previous_occupation,86.86,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c25_basic_pay_per_day_(primary_occupation),78.67,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c29_reasons_for_working_more_than_48_hours_during_the_past_week,77.66,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c24_basis_of_payment_(primary_occupation),74.22,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c34_reason_for_not_looking_for_work,73.35,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,previous_job_indicator,72.38,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,looked_for_work_or_tried_to_establish_business_during_the_past_week,72.38,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c11a___working_arrangement,56.15,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c17_nature_of_employment_(primary_occupation),56.08,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,look_for_additional_work,56.08,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,normal_working_hours_per_day,56.08,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c22_first_time_to_work,56.08,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,want_more_hours_of_work,56.08,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c19b___time_of_work_during_the_past_week,55.81,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c19_total_number_of_hours_worked_during_the_past_week,55.81,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,other_job_indicator,55.81,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,"location_of_work_(province,_municipality)",55.81,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c23_class_of_worker_(primary_occupation),55.81,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,total_hours_worked_for_all_jobs,55.81,Insufficient Data,,Potential MNAR (Drop)
OCTOBER_2023.CSV,c16_kind_of_business_(primary_occupation),55.81,Insufficient Data,,Potential MNAR (Drop)
